"protein","feature","logFC","pvalue","adj.pvalue","contrast","organism","label","TlogFC"
"488","sp|P22147|XRN1_YEAST","sp|P22147|XRN1_YEAST",-1.36,0.000153958452789185,0.0091,"conditionB-conditionA","YEAST","1","-1"
"489","sp|Q08723|RPN8_YEAST","sp|Q08723|RPN8_YEAST",-1.4,0.000160402167424,0.00944,"conditionB-conditionA","YEAST","1","-1"
"490","sp|P0AES9|HDEA_ECOLI","sp|P0AES9|HDEA_ECOLI",1.38,0.000174885604388749,0.00127,"conditionB-conditionA","ECOLI","1","2"
"491","sp|P38249|EIF3A_YEAST","sp|P38249|EIF3A_YEAST",-1.08,0.000181264307031657,0.0105,"conditionB-conditionA","YEAST","1","-1"
"492","sp|P07262|DHE4_YEAST;sp|P39708|DHE5_YEAST","sp|P07262|DHE4_YEAST;sp|P39708|DHE5_YEAST",-0.869,0.000183717014709398,0.0107,"conditionB-conditionA","YEAST","1","-1"
"493","sp|Q01560|NOP3_YEAST","sp|Q01560|NOP3_YEAST",-1.17,0.000185023812991697,0.0107,"conditionB-conditionA","YEAST","1","-1"
"494","sp|P25373|GLRX1_YEAST","sp|P25373|GLRX1_YEAST",-1.22,0.000190891458029984,0.011,"conditionB-conditionA","YEAST","1","-1"
"495","sp|P0A972|CSPE_ECOLI","sp|P0A972|CSPE_ECOLI",1.44,0.000190962088211997,0.00718,"conditionB-conditionA","ECOLI","1","2"
"496","sp|Q02725|VTC3_YEAST","sp|Q02725|VTC3_YEAST",-1.88,0.000191468389914972,0.00466,"conditionB-conditionA","YEAST","1","-1"
"497","sp|P39076|TCPB_YEAST","sp|P39076|TCPB_YEAST",-1.05,0.00020009660033305,0.000359,"conditionB-conditionA","YEAST","1","-1"
"498","sp|Q9Y5J7|TIM9_HUMAN","sp|Q9Y5J7|TIM9_HUMAN",-0.941,0.000204771583225587,0.0117,"conditionB-conditionA","HUMAN","0","0"
"499","sp|Q12159|YRA1_YEAST","sp|Q12159|YRA1_YEAST",-1.44,0.000225103312293283,0.0113,"conditionB-conditionA","YEAST","1","-1"
"500","sp|P00498|HIS1_YEAST","sp|P00498|HIS1_YEAST",-2.09,0.00022951553165943,0.00719,"conditionB-conditionA","YEAST","1","-1"
"501","sp|P32628|RAD23_YEAST","sp|P32628|RAD23_YEAST",-1.25,0.000229591202352112,0.0115,"conditionB-conditionA","YEAST","1","-1"
"502","sp|P15873|PCNA_YEAST","sp|P15873|PCNA_YEAST",-1.28,0.000238577751284205,0.0105,"conditionB-conditionA","YEAST","1","-1"
"503","sp|P41911|GPD2_YEAST","sp|P41911|GPD2_YEAST",-0.715,0.000242691472606604,0.0121,"conditionB-conditionA","YEAST","1","-1"
"504","sp|P33892|GCN1_YEAST","sp|P33892|GCN1_YEAST",-1.35,0.000256661201724712,0.0127,"conditionB-conditionA","YEAST","1","-1"
"505","sp|P0AEU7|SKP_ECOLI","sp|P0AEU7|SKP_ECOLI",1.1,0.000270831575382393,0.0102,"conditionB-conditionA","ECOLI","1","2"
"506","sp|P41920|YRB1_YEAST","sp|P41920|YRB1_YEAST",-1.41,0.000271781324852789,0.0102,"conditionB-conditionA","YEAST","1","-1"
"507","sp|P0C0L2|OSMC_ECOLI","sp|P0C0L2|OSMC_ECOLI",1.3,0.000276675166332927,0.00398,"conditionB-conditionA","ECOLI","1","2"
"508","sp|P33401|PGM1_YEAST","sp|P33401|PGM1_YEAST",-0.809,0.000282626840718457,0.00155,"conditionB-conditionA","YEAST","1","-1"
"509","sp|P31688|TPS2_YEAST","sp|P31688|TPS2_YEAST",-0.917,0.000322242466802548,0.0175,"conditionB-conditionA","YEAST","1","-1"
"510","sp|P15303|SEC23_YEAST","sp|P15303|SEC23_YEAST",-1.07,0.000328278420272418,0.0141,"conditionB-conditionA","YEAST","1","-1"
"511","sp|P38858|SOL3_YEAST","sp|P38858|SOL3_YEAST",-1.34,0.000376189285376332,0.000491,"conditionB-conditionA","YEAST","1","-1"
"512","sp|P0A7U3|RS19_ECOLI","sp|P0A7U3|RS19_ECOLI",1.66,0.000392481706642027,0.0104,"conditionB-conditionA","ECOLI","1","2"
"513","sp|P40075|SCS2_YEAST","sp|P40075|SCS2_YEAST",-1.07,0.00041299483617573,0.0218,"conditionB-conditionA","YEAST","1","-1"
"514","sp|P32496|RPN12_YEAST","sp|P32496|RPN12_YEAST",-0.961,0.000426587893882433,0.00915,"conditionB-conditionA","YEAST","1","-1"
"515","sp|P31787|ACBP_YEAST","sp|P31787|ACBP_YEAST",-1.12,0.000426940074152227,0.0224,"conditionB-conditionA","YEAST","1","-1"
"516","sp|P28707|SBA1_YEAST","sp|P28707|SBA1_YEAST",-0.529,0.000431888957759528,0.0138,"conditionB-conditionA","YEAST","1","-1"
"517","sp|P27614|CBPS_YEAST","sp|P27614|CBPS_YEAST",-0.741,0.000447651942368586,0.0074,"conditionB-conditionA","YEAST","1","-1"
"518","sp|P27248|GCST_ECOLI","sp|P27248|GCST_ECOLI",0.928,0.000454983019457998,0.0169,"conditionB-conditionA","ECOLI","1","2"
"519","sp|P0A6F5|CH60_ECOLI","sp|P0A6F5|CH60_ECOLI",1.3,0.00046485427064437,0.0242,"conditionB-conditionA","ECOLI","1","2"
"520","sp|P20435|RPAB2_YEAST","sp|P20435|RPAB2_YEAST",-1.53,0.000492446429602587,2.43e-05,"conditionB-conditionA","YEAST","1","-1"
"521","sp|P20459|IF2A_YEAST","sp|P20459|IF2A_YEAST",-1.61,0.000534879103568304,0.0118,"conditionB-conditionA","YEAST","1","-1"
"522","sp|P09232|PRTB_YEAST","sp|P09232|PRTB_YEAST",-1.11,0.000558816699935966,0.0282,"conditionB-conditionA","YEAST","1","-1"
"523","sp|P0C8J6|GATY_ECOLI","sp|P0C8J6|GATY_ECOLI",1.84,0.000571530644660111,0.0126,"conditionB-conditionA","ECOLI","1","2"
"524","sp|P0CX32|RS24B_YEAST;sp|P0CX31|RS24A_YEAST","sp|P0CX32|RS24B_YEAST;sp|P0CX31|RS24A_YEAST",-1.07,0.00059694097550232,0.0299,"conditionB-conditionA","YEAST","1","-1"
"525","sp|Q12513|TMA17_YEAST","sp|Q12513|TMA17_YEAST",-0.946,0.000639224061640505,0.0316,"conditionB-conditionA","YEAST","1","-1"
"526","sp|P0AD61|KPYK1_ECOLI","sp|P0AD61|KPYK1_ECOLI",3.5,0.000645746441122039,0.0115,"conditionB-conditionA","ECOLI","1","2"
"527","sp|P0A9Y6|CSPC_ECOLI","sp|P0A9Y6|CSPC_ECOLI",1.83,0.000646873189974005,0.0293,"conditionB-conditionA","ECOLI","1","2"
"528","sp|P0A6P1|EFTS_ECOLI","sp|P0A6P1|EFTS_ECOLI",2.2,0.000668377003464794,0.0328,"conditionB-conditionA","ECOLI","1","2"
"529","sp|Q3E841|YN034_YEAST","sp|Q3E841|YN034_YEAST",-1.21,0.000685867475667787,0.0335,"conditionB-conditionA","YEAST","1","-1"
"530","sp|P54838|DAK1_YEAST","sp|P54838|DAK1_YEAST",-1,0.000693471994878285,0.0338,"conditionB-conditionA","YEAST","1","-1"
"531","sp|Q04371|ARMT1_YEAST","sp|Q04371|ARMT1_YEAST",-1.47,0.000697895991979792,0.0125,"conditionB-conditionA","YEAST","1","-1"
"532","sp|P51401|RL9B_YEAST","sp|P51401|RL9B_YEAST",-0.813,0.000701086893476554,0.0314,"conditionB-conditionA","YEAST","1","-1"
"533","sp|P0AFG8|ODP1_ECOLI","sp|P0AFG8|ODP1_ECOLI",1.16,0.000719934245347381,0.0293,"conditionB-conditionA","ECOLI","1","2"
"534","sp|P26785|RL16B_YEAST","sp|P26785|RL16B_YEAST",-0.89,0.000728003518647765,0.0352,"conditionB-conditionA","YEAST","1","-1"
"535","sp|P25719|CYPC_YEAST","sp|P25719|CYPC_YEAST",-1.07,0.000742564257699821,0.027,"conditionB-conditionA","YEAST","1","-1"
"536","sp|P40043|RGI1_YEAST","sp|P40043|RGI1_YEAST",-1.46,0.000743740403665227,0.027,"conditionB-conditionA","YEAST","1","-1"
"537","sp|P40518|ARPC5_YEAST","sp|P40518|ARPC5_YEAST",-1.01,0.000743865057101387,0.00437,"conditionB-conditionA","YEAST","1","-1"
"538","sp|P32563|VPP1_YEAST","sp|P32563|VPP1_YEAST",-1.56,0.000771707382392252,0.0369,"conditionB-conditionA","YEAST","1","-1"
"539","sp|O75419|CDC45_HUMAN","sp|O75419|CDC45_HUMAN",-0.863,0.000774001575386289,0.0312,"conditionB-conditionA","HUMAN","0","0"
"540","sp|P07274|PROF_YEAST","sp|P07274|PROF_YEAST",-0.598,0.000804455189311291,0.0257,"conditionB-conditionA","YEAST","1","-1"
"541","sp|P09624|DLDH_YEAST","sp|P09624|DLDH_YEAST",-1.51,0.000805645532951391,0.0353,"conditionB-conditionA","YEAST","1","-1"
"542","sp|P0A870|TALB_ECOLI","sp|P0A870|TALB_ECOLI",1.52,0.000832776933604392,0.03,"conditionB-conditionA","ECOLI","1","2"
"543","sp|P0A910|OMPA_ECOLI","sp|P0A910|OMPA_ECOLI",1.35,0.00086994004742964,0.00563,"conditionB-conditionA","ECOLI","1","2"
"544","sp|P53064|RTF1_YEAST","sp|P53064|RTF1_YEAST",0.901,0.000884801576522393,0.0166,"conditionB-conditionA","YEAST","1","-1"
"545","sp|P38431|IF5_YEAST","sp|P38431|IF5_YEAST",-1.43,0.000890553863684215,0.0384,"conditionB-conditionA","YEAST","1","-1"
"546","sp|P23639|PSA2_YEAST","sp|P23639|PSA2_YEAST",-1.5,0.000894253658130414,0.0385,"conditionB-conditionA","YEAST","1","-1"
"547","sp|P20449|DBP5_YEAST","sp|P20449|DBP5_YEAST",-0.637,0.000905401842154163,0.017,"conditionB-conditionA","YEAST","1","-1"
"548","sp|P39714|BDH1_YEAST","sp|P39714|BDH1_YEAST",-1.23,0.000914022325113508,0.0422,"conditionB-conditionA","YEAST","1","-1"
"549","sp|P09064|IF2B_YEAST","sp|P09064|IF2B_YEAST",-2.21,0.000920686780031456,0.0362,"conditionB-conditionA","YEAST","1","-1"
"550","sp|P15731|UBC4_YEAST;sp|P15732|UBC5_YEAST","sp|P15731|UBC4_YEAST;sp|P15732|UBC5_YEAST",-1.41,0.000922360245128975,0.0254,"conditionB-conditionA","YEAST","1","-1"
"551","sp|P13033|GLPB_ECOLI","sp|P13033|GLPB_ECOLI",0.89,0.000953940270546117,0.0139,"conditionB-conditionA","ECOLI","1","2"
"552","sp|Q9GZP4|PITH1_HUMAN","sp|Q9GZP4|PITH1_HUMAN",-1.09,0.000961773059740524,0.0409,"conditionB-conditionA","HUMAN","0","0"
"553","sp|P38616|YGP1_YEAST","sp|P38616|YGP1_YEAST",-1.23,0.0009806299887262,0.0415,"conditionB-conditionA","YEAST","1","-1"
"554","sp|P35719|MRP8_YEAST","sp|P35719|MRP8_YEAST",-1.19,0.000999864258184373,0.0453,"conditionB-conditionA","YEAST","1","-1"
"555","sp|P32454|APE2_YEAST;sp|P37898|AAP1_YEAST","sp|P32454|APE2_YEAST;sp|P37898|AAP1_YEAST",-1.16,0.00105987110523723,0.0474,"conditionB-conditionA","YEAST","1","-1"
"556","sp|Q8WUM0|NU133_HUMAN","sp|Q8WUM0|NU133_HUMAN",-0.522,0.00106855110049363,0.0477,"conditionB-conditionA","HUMAN","0","0"
"557","sp|Q99961|SH3G1_HUMAN","sp|Q99961|SH3G1_HUMAN",-0.809,0.00110222850305843,0.0457,"conditionB-conditionA","HUMAN","0","0"
"558","sp|Q03973|HMO1_YEAST","sp|Q03973|HMO1_YEAST",-0.678,0.00121825494405931,0.0288,"conditionB-conditionA","YEAST","1","-1"
"559","sp|Q15056|IF4H_HUMAN","sp|Q15056|IF4H_HUMAN",-0.297,0.00129152852451646,0.0552,"conditionB-conditionA","HUMAN","0","0"
"560","sp|Q04409|EMI2_YEAST","sp|Q04409|EMI2_YEAST",-0.731,0.00129870809009114,0.0554,"conditionB-conditionA","YEAST","1","-1"
"561","sp|P0A7R1|RL9_ECOLI","sp|P0A7R1|RL9_ECOLI",2.01,0.00137504485383233,0.0326,"conditionB-conditionA","ECOLI","1","2"
"562","sp|Q14687|GSE1_HUMAN","sp|Q14687|GSE1_HUMAN",-0.884,0.00143647414468237,0.0483,"conditionB-conditionA","HUMAN","0","0"
"563","sp|P32599|FIMB_YEAST","sp|P32599|FIMB_YEAST",-1.07,0.00146091078792148,0.0532,"conditionB-conditionA","YEAST","1","-1"
"564","sp|P01123|YPT1_YEAST","sp|P01123|YPT1_YEAST",-1.33,0.00158897726000137,0.043,"conditionB-conditionA","YEAST","1","-1"
"565","sp|O95861|BPNT1_HUMAN","sp|O95861|BPNT1_HUMAN",-0.779,0.00162307712246454,0.0655,"conditionB-conditionA","HUMAN","0","0"
"566","sp|P02400|RLA4_YEAST","sp|P02400|RLA4_YEAST",-0.922,0.00163526113123664,0.0658,"conditionB-conditionA","YEAST","1","-1"
"567","sp|P98175|RBM10_HUMAN","sp|P98175|RBM10_HUMAN",-1.31,0.00170657387482948,0.00947,"conditionB-conditionA","HUMAN","0","0"
"568","sp|P0ACI6|ASNC_ECOLI","sp|P0ACI6|ASNC_ECOLI",1.75,0.00173213123092224,0.0349,"conditionB-conditionA","ECOLI","1","2"
"569","sp|Q9UHB9|SRP68_HUMAN","sp|Q9UHB9|SRP68_HUMAN",-0.735,0.00175932457356244,0.0694,"conditionB-conditionA","HUMAN","0","0"
"570","sp|P05745|RL36A_YEAST","sp|P05745|RL36A_YEAST",-0.729,0.00177103779370937,0.0358,"conditionB-conditionA","YEAST","1","-1"
"571","sp|P62263|RS14_HUMAN","sp|P62263|RS14_HUMAN",-0.306,0.0017758126705973,0.0699,"conditionB-conditionA","HUMAN","0","0"
"572","sp|P34167|IF4B_YEAST","sp|P34167|IF4B_YEAST",-1.1,0.00177820638215328,0.0529,"conditionB-conditionA","YEAST","1","-1"
"573","sp|P14843|AROF_YEAST","sp|P14843|AROF_YEAST",-0.899,0.0018012283128809,0.0482,"conditionB-conditionA","YEAST","1","-1"
"574","sp|P07263|SYH_YEAST","sp|P07263|SYH_YEAST",-1.31,0.00181640285127414,0.0711,"conditionB-conditionA","YEAST","1","-1"
"575","sp|P21367|YCAC_ECOLI","sp|P21367|YCAC_ECOLI",1.78,0.00190830686776393,0.0319,"conditionB-conditionA","ECOLI","1","2"
"576","sp|P54783|ALO_YEAST","sp|P54783|ALO_YEAST",-0.698,0.00191366508589194,0.0451,"conditionB-conditionA","YEAST","1","-1"
"577","sp|P39986|SPF1_YEAST","sp|P39986|SPF1_YEAST",-1.37,0.0019178762657887,0.0739,"conditionB-conditionA","YEAST","1","-1"
"578","sp|Q12972|PP1R8_HUMAN","sp|Q12972|PP1R8_HUMAN",1.41,0.0019744921932343,0.0754,"conditionB-conditionA","HUMAN","0","0"
"579","sp|Q12109|SYWC_YEAST","sp|Q12109|SYWC_YEAST",-0.783,0.00201398829964149,0.0192,"conditionB-conditionA","YEAST","1","-1"
"580","sp|P16474|BIP_YEAST","sp|P16474|BIP_YEAST",-1.17,0.00209210976152365,0.0786,"conditionB-conditionA","YEAST","1","-1"
"581","sp|P37647|KDGK_ECOLI","sp|P37647|KDGK_ECOLI",1.26,0.0021002232558047,0.0788,"conditionB-conditionA","ECOLI","1","2"
"582","sp|P28272|PYRD_YEAST","sp|P28272|PYRD_YEAST",-2.24,0.00214107287227077,0.067,"conditionB-conditionA","YEAST","1","-1"
"583","sp|Q12447|PAA1_YEAST","sp|Q12447|PAA1_YEAST",-1.43,0.00217845410891936,0.0769,"conditionB-conditionA","YEAST","1","-1"
"584","sp|Q8TD08|MK15_HUMAN","sp|Q8TD08|MK15_HUMAN",-0.387,0.00234571198483701,0.0852,"conditionB-conditionA","HUMAN","0","0"
"585","sp|Q9HC35|EMAL4_HUMAN","sp|Q9HC35|EMAL4_HUMAN",-0.428,0.00236823133569445,0.0858,"conditionB-conditionA","HUMAN","0","0"
"586","sp|P42704|LPPRC_HUMAN;sp|Q9NP80|PLPL8_HUMAN","sp|P42704|LPPRC_HUMAN;sp|Q9NP80|PLPL8_HUMAN",-0.369,0.00236983353963698,0.0858,"conditionB-conditionA","HUMAN","0","0"
"587","sp|P36551|HEM6_HUMAN","sp|P36551|HEM6_HUMAN",0.802,0.00239204583370274,0.0863,"conditionB-conditionA","HUMAN","0","0"
"588","sp|P12695|ODP2_YEAST","sp|P12695|ODP2_YEAST",-1.11,0.00242791399464014,0.0091,"conditionB-conditionA","YEAST","1","-1"
"589","sp|P41058|RS29B_YEAST","sp|P41058|RS29B_YEAST",-1.19,0.00249030507389085,0.0888,"conditionB-conditionA","YEAST","1","-1"
"590","sp|Q9Y2W1|TR150_HUMAN","sp|Q9Y2W1|TR150_HUMAN",-0.366,0.00251816702628864,0.0895,"conditionB-conditionA","HUMAN","0","0"
"591","sp|Q99447|PCY2_HUMAN","sp|Q99447|PCY2_HUMAN",-0.64,0.00252122773227113,0.0895,"conditionB-conditionA","HUMAN","0","0"
"592","sp|P17505|MDHM_YEAST","sp|P17505|MDHM_YEAST",-0.675,0.00275145956706178,0.0951,"conditionB-conditionA","YEAST","1","-1"
"593","sp|P53852|SYC_YEAST","sp|P53852|SYC_YEAST",-0.709,0.002803032074892,0.0769,"conditionB-conditionA","YEAST","1","-1"
"594","sp|Q04182|PDR15_YEAST;sp|P33302|PDR5_YEAST","sp|Q04182|PDR15_YEAST;sp|P33302|PDR5_YEAST",-1.15,0.00282045454709909,0.0773,"conditionB-conditionA","YEAST","1","-1"
"595","sp|Q9H3K6|BOLA2_HUMAN","sp|Q9H3K6|BOLA2_HUMAN",-0.873,0.00293651021915169,0.0993,"conditionB-conditionA","HUMAN","0","0"
"596","sp|P11745|RNA1_YEAST","sp|P11745|RNA1_YEAST",-1.01,0.00298029139390377,0.0961,"conditionB-conditionA","YEAST","1","-1"
"597","sp|Q08745|RS10A_YEAST","sp|Q08745|RS10A_YEAST",-0.574,0.00302589538975602,0.101,"conditionB-conditionA","YEAST","1","-1"
"598","sp|Q6YN16|HSDL2_HUMAN","sp|Q6YN16|HSDL2_HUMAN",-0.931,0.00305385723932577,0.102,"conditionB-conditionA","HUMAN","0","0"
"599","sp|Q9Y262|EIF3L_HUMAN","sp|Q9Y262|EIF3L_HUMAN",-0.514,0.00347090601465018,0.111,"conditionB-conditionA","HUMAN","0","0"
"600","sp|P33734|HIS5_YEAST","sp|P33734|HIS5_YEAST",-0.816,0.00347839684870541,0.0772,"conditionB-conditionA","YEAST","1","-1"
"601","sp|Q16836|HCDH_HUMAN","sp|Q16836|HCDH_HUMAN",-0.578,0.00350470403112244,0.112,"conditionB-conditionA","HUMAN","0","0"
"602","sp|P53992|SC24C_HUMAN","sp|P53992|SC24C_HUMAN",-0.411,0.00351815119909031,0.112,"conditionB-conditionA","HUMAN","0","0"
"603","sp|O75083|WDR1_HUMAN","sp|O75083|WDR1_HUMAN",-0.344,0.00353328097514132,0.112,"conditionB-conditionA","HUMAN","0","0"
"604","sp|O95073|FSBP_HUMAN","sp|O95073|FSBP_HUMAN",-0.672,0.0036285533628061,0.0873,"conditionB-conditionA","HUMAN","0","0"
"605","sp|P00958|SYMC_YEAST","sp|P00958|SYMC_YEAST",-1.47,0.00372876388360813,0.112,"conditionB-conditionA","YEAST","1","-1"
"606","sp|Q03690|CLU_YEAST","sp|Q03690|CLU_YEAST",-1.48,0.00395254380750119,0.111,"conditionB-conditionA","YEAST","1","-1"
"607","sp|P38636|ATX1_YEAST","sp|P38636|ATX1_YEAST",-0.646,0.00400088493272385,0.107,"conditionB-conditionA","YEAST","1","-1"
"608","sp|Q9Y5X1|SNX9_HUMAN","sp|Q9Y5X1|SNX9_HUMAN",-1.06,0.004055155473752,0.123,"conditionB-conditionA","HUMAN","0","0"
"609","sp|Q71UI9|H2AV_HUMAN;sp|P0C0S5|H2AZ_HUMAN","sp|Q71UI9|H2AV_HUMAN;sp|P0C0S5|H2AZ_HUMAN",-0.368,0.0040618885119508,0.123,"conditionB-conditionA","HUMAN","0","0"
"610","sp|O95816|BAG2_HUMAN","sp|O95816|BAG2_HUMAN",-0.897,0.0041216489963593,0.124,"conditionB-conditionA","HUMAN","0","0"
"611","sp|Q71DI3|H32_HUMAN;sp|Q16695|H31T_HUMAN;sp|P84243|H33_HUMAN;sp|P68431|H31_HUMAN;sp|Q6NXT2|H3C_HUMAN","sp|Q71DI3|H32_HUMAN;sp|Q16695|H31T_HUMAN;sp|P84243|H33_HUMAN;sp|P68431|H31_HUMAN;sp|Q6NXT2|H3C_HUMAN",-0.46,0.00424530315389273,0.126,"conditionB-conditionA","HUMAN","0","0"
"612","sp|Q8NEJ9|NGDN_HUMAN","sp|Q8NEJ9|NGDN_HUMAN",-0.773,0.00436396484180016,0.124,"conditionB-conditionA","HUMAN","0","0"
"613","sp|Q04869|YM94_YEAST","sp|Q04869|YM94_YEAST",-1.34,0.00437090709335443,0.101,"conditionB-conditionA","YEAST","1","-1"
"614","sp|P39976|DLD3_YEAST","sp|P39976|DLD3_YEAST",-1.19,0.00442455496019557,0.13,"conditionB-conditionA","YEAST","1","-1"
"615","sp|Q13573|SNW1_HUMAN","sp|Q13573|SNW1_HUMAN",0.951,0.00443771443066039,0.125,"conditionB-conditionA","HUMAN","0","0"
"616","sp|P29311|BMH1_YEAST","sp|P29311|BMH1_YEAST",-0.699,0.00452038750118224,0.131,"conditionB-conditionA","YEAST","1","-1"
"617","sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN","sp|O00571|DDX3X_HUMAN;sp|O15523|DDX3Y_HUMAN;sp|Q9NQI0|DDX4_HUMAN",-0.274,0.00458038963171184,0.132,"conditionB-conditionA","HUMAN","0","0"
"618","sp|P13995|MTDC_HUMAN","sp|P13995|MTDC_HUMAN",-0.668,0.00458883984297829,0.133,"conditionB-conditionA","HUMAN","0","0"
"619","sp|Q9UBU9|NXF1_HUMAN","sp|Q9UBU9|NXF1_HUMAN",-1.36,0.00462033852578031,0.129,"conditionB-conditionA","HUMAN","0","0"
"620","sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN","sp|P61026|RAB10_HUMAN;sp|P51153|RAB13_HUMAN",-0.434,0.00464256673171332,0.134,"conditionB-conditionA","HUMAN","0","0"
"621","sp|Q15746|MYLK_HUMAN","sp|Q15746|MYLK_HUMAN",-0.428,0.00468502790671062,0.119,"conditionB-conditionA","HUMAN","0","0"
"622","sp|Q02543|RL18A_HUMAN","sp|Q02543|RL18A_HUMAN",0.353,0.00470003378136811,0.135,"conditionB-conditionA","HUMAN","0","0"
"623","sp|P15640|PUR2_ECOLI","sp|P15640|PUR2_ECOLI",1.24,0.00472152037450525,0.107,"conditionB-conditionA","ECOLI","1","2"
"624","sp|P16152|CBR1_HUMAN;sp|O75828|CBR3_HUMAN","sp|P16152|CBR1_HUMAN;sp|O75828|CBR3_HUMAN",-0.398,0.00477633280918978,0.1,"conditionB-conditionA","HUMAN","0","0"
"625","sp|P55854|SUMO3_HUMAN","sp|P55854|SUMO3_HUMAN",0.273,0.00484236236072294,0.137,"conditionB-conditionA","HUMAN","0","0"
"626","sp|Q9ULX3|NOB1_HUMAN","sp|Q9ULX3|NOB1_HUMAN",-0.379,0.00487692411116941,0.138,"conditionB-conditionA","HUMAN","0","0"
"627","sp|Q15637|SF01_HUMAN","sp|Q15637|SF01_HUMAN",-0.394,0.00491951000049839,0.138,"conditionB-conditionA","HUMAN","0","0"
"628","sp|P0A9C5|GLN1B_ECOLI","sp|P0A9C5|GLN1B_ECOLI",1.13,0.00500961801620139,0.136,"conditionB-conditionA","ECOLI","1","2"
"629","sp|P76558|MAO2_ECOLI","sp|P76558|MAO2_ECOLI",1.3,0.00536134625883718,0.141,"conditionB-conditionA","ECOLI","1","2"
"630","sp|P18562|UPP_YEAST","sp|P18562|UPP_YEAST",-0.884,0.00544447514413761,0.138,"conditionB-conditionA","YEAST","1","-1"
"631","sp|A6NHR9|SMHD1_HUMAN","sp|A6NHR9|SMHD1_HUMAN",-0.659,0.00572397661826865,0.152,"conditionB-conditionA","HUMAN","0","0"
"632","sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|P50993|AT1A2_HUMAN;sp|Q13733|AT1A4_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P54707|AT12A_HUMAN","sp|P05023|AT1A1_HUMAN;sp|P13637|AT1A3_HUMAN;sp|P50993|AT1A2_HUMAN;sp|Q13733|AT1A4_HUMAN;sp|P20648|ATP4A_HUMAN;sp|P54707|AT12A_HUMAN",-0.361,0.00580658231973579,0.153,"conditionB-conditionA","HUMAN","0","0"
"633","sp|Q96FJ2|DYL2_HUMAN;sp|P63167|DYL1_HUMAN","sp|Q96FJ2|DYL2_HUMAN;sp|P63167|DYL1_HUMAN",1.01,0.00591777686813763,0.155,"conditionB-conditionA","HUMAN","0","0"
"634","sp|P25567|SRO9_YEAST","sp|P25567|SRO9_YEAST",-0.914,0.00614719679950881,0.137,"conditionB-conditionA","YEAST","1","-1"
"635","sp|P62995|TRA2B_HUMAN","sp|P62995|TRA2B_HUMAN",-0.234,0.00648538173554564,0.163,"conditionB-conditionA","HUMAN","0","0"
"636","sp|O00442|RTCA_HUMAN","sp|O00442|RTCA_HUMAN",0.931,0.00653371687753226,0.135,"conditionB-conditionA","HUMAN","0","0"
"637","sp|Q9NW64|RBM22_HUMAN","sp|Q9NW64|RBM22_HUMAN",-0.837,0.00660447886266414,0.156,"conditionB-conditionA","HUMAN","0","0"
"638","sp|P11633|NHP6B_YEAST","sp|P11633|NHP6B_YEAST",-0.607,0.00666102656426707,0.129,"conditionB-conditionA","YEAST","1","-1"
"639","sp|O14497|ARI1A_HUMAN;sp|Q8NFD5|ARI1B_HUMAN","sp|O14497|ARI1A_HUMAN;sp|Q8NFD5|ARI1B_HUMAN",-0.704,0.00708019089129939,0.172,"conditionB-conditionA","HUMAN","0","0"
"640","sp|Q9Y2Y0|AR2BP_HUMAN","sp|Q9Y2Y0|AR2BP_HUMAN",-0.299,0.00710061110152203,0.172,"conditionB-conditionA","HUMAN","0","0"
"641","sp|P40531|GVP36_YEAST","sp|P40531|GVP36_YEAST",-1.43,0.00712001278492855,0.168,"conditionB-conditionA","YEAST","1","-1"
"642","sp|Q9UMX0|UBQL1_HUMAN;sp|Q9NRR5|UBQL4_HUMAN","sp|Q9UMX0|UBQL1_HUMAN;sp|Q9NRR5|UBQL4_HUMAN",-0.75,0.00744569007055618,0.177,"conditionB-conditionA","HUMAN","0","0"
"643","sp|P37198|NUP62_HUMAN","sp|P37198|NUP62_HUMAN",0.412,0.00773562107226844,0.181,"conditionB-conditionA","HUMAN","0","0"
"644","sp|Q15084|PDIA6_HUMAN","sp|Q15084|PDIA6_HUMAN",-0.271,0.00775363882068238,0.181,"conditionB-conditionA","HUMAN","0","0"
"645","sp|Q9Y3D8|KAD6_HUMAN","sp|Q9Y3D8|KAD6_HUMAN",-0.756,0.00791694480738865,0.183,"conditionB-conditionA","HUMAN","0","0"
"646","sp|P14407|FUMB_ECOLI;sp|P0AC33|FUMA_ECOLI","sp|P14407|FUMB_ECOLI;sp|P0AC33|FUMA_ECOLI",1.17,0.00823340119662289,0.13,"conditionB-conditionA","ECOLI","1","2"
"647","sp|Q9NQC3|RTN4_HUMAN","sp|Q9NQC3|RTN4_HUMAN",-0.582,0.00861087123959985,0.192,"conditionB-conditionA","HUMAN","0","0"
"648","sp|P47160|ENT3_YEAST","sp|P47160|ENT3_YEAST",-0.635,0.00870345517810552,0.147,"conditionB-conditionA","YEAST","1","-1"
"649","sp|P0A7T3|RS16_ECOLI","sp|P0A7T3|RS16_ECOLI",0.528,0.0087079567002614,0.178,"conditionB-conditionA","ECOLI","1","2"
